Tweet ID,Tweet URL,Tweet Type,URL
1465804092417228807,https://twitter.com/carolinecapital/status/1465804092417228807,Tweet,https://www.givedirectly.org/crypto-for-good-2021/
1379296246158909447,https://twitter.com/carolinecapital/status/1379296246158909447,Reply,https://www.amazon.com/Hard-Math-Middle-School-IMLEM/dp/1453814450
1379296246158909447,https://twitter.com/carolinecapital/status/1379296246158909447,Reply,https://www.amazon.com/Hard-Elementary-School-Glenn-Ellison/dp/1489507175
