Tweet ID,Tweet URL,Tweet Type,Media Type,Media URL,Media Alt Text
1590293950807519232,https://twitter.com/carolinecapital/status/1590293950807519232,Reply,photo,https://pbs.twimg.com/media/FhHb1e5XEAAhdJ6.jpg,""
1400497597530312704,https://twitter.com/carolinecapital/status/1400497597530312704,Tweet,photo,https://pbs.twimg.com/media/E2-RHJqVEAErGCn.jpg,""
1368932301225140230,https://twitter.com/carolinecapital/status/1368932301225140230,Tweet,photo,https://pbs.twimg.com/media/Ev9r7ysVcAQz0Yp.jpg,""
